before1,before2,before3,before4
http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/greenCorrectArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/greenWrongArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/yellowCorrectArrow.png,http://cs.brown.edu/~ngopalan/groundingImages/gltl_data_collection/avoidRedStatic/yellowWrongArrow.png
