before1,before2,before3,before4
http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenCorrectArrow.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenWrongArrow.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenCorrectArrow2.png,http://cs.brown.edu/people/ngopalan/groundingImages/gltl_data_collection/alwaysGreen/greenWrongArrow2.png
